# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-s" "2" "-a" "ref/Saccharomyces_cerevisiae.gtf" "-o" "counts.txt" "-p" "SRR19383416.bam" "SRR19383417.bam" "SRR19383418.bam" "SRR19383407.bam" "SRR19383408.bam" "SRR19383409.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR19383416.bam	SRR19383417.bam	SRR19383418.bam	SRR19383407.bam	SRR19383408.bam	SRR19383409.bam
YBR144C	II	533235	533549	-	315	12	3	3	11	17	20
YBR178W	II	586071	586445	+	375	7	12	7	17	29	30
YBR138C	II	513762	515336	-	1575	285	300	264	1044	1008	1126
YBL090W	II	48825	49358	+	534	342	397	377	575	550	738
YBL105C	II	14241	17696	-	3456	1634	2175	2122	3070	2582	3159
YBL102W	II	24098	24745	+	648	1254	1516	1531	3033	2538	3353
YBL011W	II	203538	205817	+	2280	1846	2394	2059	2828	2694	3276
YBR095C	II	434406	435698	-	1293	382	595	450	816	688	971
YBR196C-B	II	614526	614630	-	105	22	30	23	31	30	26
YBL048W	II	127299	127610	+	312	13	8	6	1144	846	1165
YBR066C	II	370037	370699	-	663	250	271	247	4173	4022	4778
YBR292C	II	784702	785073	-	372	23	33	32	204	160	170
YBR018C	II	274427	275527	-	1101	32	63	38	454	387	532
YBR194W	II	610038	610409	+	372	124	203	166	581	404	511
YBR076C-A	II	391351	391617	-	267	138	120	126	827	787	925
YBR108W	II	454822	457665	+	2844	424	575	620	1013	918	1110
YBR046C	II	330507	331511	-	1005	271	411	302	2368	1778	2484
YBR235W	II	686901	690263	+	3363	1065	1367	1388	3391	2700	3252
YBR274W	II	749594	751177	+	1584	707	841	726	1619	1357	1734
YBL006C	II	216587	217129	-	543	458	519	514	825	728	881
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	7	8	6	100	94	121
YBR277C	II	760215	760616	-	402	16	12	3	16	19	25
YBR185C	II	599123	599959	-	837	400	427	399	850	788	959
YBL078C	II	80378	80731	-	354	87	136	83	1716	1579	2021
YBR037C	II	310565	311452	-	888	257	306	314	1512	1142	1499
YBR015C	II	267710	269503	-	1794	3611	4502	3722	3666	3436	4059
YBR016W	II	270247	270633	+	387	349	498	492	819	619	815
YBL107W-A	II	9268	9372	+	105	3	1	2	5	3	6
YBL071W-A	II	89978	90226	+	249	196	273	280	109	122	121
YBR269C	II	742160	742576	-	417	415	462	397	2099	1721	2221
YBR266C	II	739936	740388	-	453	6	13	11	2	0	1
YBR055C	II	344602	347301	-	2700	858	1167	949	1245	1051	1474
YBR088C	II	424990	425766	-	777	1643	1850	1746	577	503	625
tV(UAC)B	II	326792	326865	-	74	18	7	17	1	1	7
YBL019W	II	184353	185915	+	1563	218	210	183	937	933	1022
YBR112C	II	462870	465770	-	2901	1645	2032	2020	1330	1266	1426
YBR164C	II	567875	568426	-	552	865	1143	999	667	582	677
YBR148W	II	537876	539705	+	1830	71	97	85	217	193	210
YBL020W	II	182401	184125	+	1725	1627	2008	1683	3583	2910	3629
YBR208C	II	636703	642210	-	5508	2455	3374	2916	4552	3735	4650
tD(GUC)B	II	405960	406031	+	72	6	12	6	0	2	2
YBR172C	II	579150	581372	-	2223	1330	1650	1531	595	501	638
YBL097W	II	40831	43095	+	2265	197	213	264	173	125	156
YBR050C	II	337183	338199	-	1017	32	60	49	340	244	308
YBR183W	II	596115	597065	+	951	214	268	248	3367	2927	3639
YBR213W	II	650368	651192	+	825	142	150	129	2836	2571	2922
YBR113W	II	465566	466048	+	483	6	5	10	5	3	5
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	153	173	202	586	496	630
YBR196C-A	II	614024	614173	-	150	29	19	33	49	34	61
YBR286W	II	774700	776313	+	1614	15604	19718	16679	36136	31053	38806
YBR268W	II	741299	741616	+	318	258	286	339	275	215	281
YBR058C-A	II	356324	356566	-	243	797	970	904	1005	969	1137
YBR287W	II	776571	777854	+	1284	3095	4316	3564	19363	16409	20709
YBL083C	II	69713	70138	-	426	21	14	20	5	8	18
YBL061C	II	105316	107406	-	2091	1112	1319	1212	1602	1385	1758
YBR267W	II	739841	741022	+	1182	595	785	689	49	45	59
YBR114W	II	467248	469620	+	2373	378	470	409	1118	890	1204
YBL032W	II	160184	161329	+	1146	2062	2497	2178	1696	1455	1580
YBR219C	II;II	662499;663003	662581;663303	-;-	384	4	7	2	14	11	20
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	8	4	8	0	6	1
YBR299W	II	805351	807105	+	1755	28	38	13	140	155	190
YBR191W	II;II	606270;606669	606280;607140	+;+	483	17873	21745	19099	1089	995	1300
YBR125C	II	487199	488380	-	1182	531	677	614	1513	1310	1534
YBL069W	II	90741	92030	+	1290	373	595	486	356	290	384
YBR223C	II	668663	670297	-	1635	194	307	239	847	750	904
YBR074W	II	386286	389216	+	2931	3401	4658	3917	4272	3847	4410
YBR201C-A	II	624493	624696	-	204	42	67	30	129	103	145
YBR187W	II	602634	603476	+	843	2935	3778	3293	2262	2068	2450
YBL021C	II	181660	182094	-	435	122	140	96	257	182	216
YBL049W	II	126828	127244	+	417	23	16	35	2379	2008	2444
YBL035C	II	151493	153610	-	2118	630	855	710	539	462	590
YBL095W	II	43277	44089	+	813	299	354	392	1513	1242	1588
YBR073W	II	383112	385988	+	2877	1846	2534	2032	2068	1635	2042
YBR109W-A	II	458608	458832	+	225	90	145	132	234	204	239
YBR260C	II	732639	734639	-	2001	765	920	844	1110	993	1174
YBR279W	II	761257	762594	+	1338	882	1195	971	1267	1077	1410
YBR211C	II	646158	647132	-	975	260	381	338	1375	1091	1280
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	27045	34193	32609	14438	12834	15922
YBR063C	II	366970	368184	-	1215	324	488	397	1114	889	1170
YBR028C	II	294425	296002	-	1578	782	971	766	893	746	845
YBL039C-A	II	144948	145031	-	84	0	0	0	0	0	0
YBR129C	II	494353	495339	-	987	353	611	447	1299	1093	1361
YBL050W	II;II	125125;125271	125154;126119	+;+	879	943	1232	1110	3012	2271	2961
YBR051W	II	337988	338338	+	351	2	4	2	19	18	21
YBR080C	II	398614	400890	-	2277	2626	3119	2797	4691	4236	4977
YBL058W	II	111437	112708	+	1272	1830	2398	2110	3771	3189	4028
YBL101C	II	24946	28299	-	3354	962	1301	1128	4454	3559	4364
YBR140C	II	517350	526628	-	9279	7027	9588	8309	14352	12836	15615
YBR021W	II	281443	283344	+	1902	669	906	859	118	82	116
YBR232C	II	683373	683732	-	360	0	5	0	9	5	4
YBR024W	II	289445	290350	+	906	130	197	180	745	480	614
YBL005W-B	II	221330	226598	+	5269	3327	4429	4460	2469	2320	2828
YBL100W-A	II	29935	31251	+	1317	0	0	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	374	512	591	581	386	519
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	270	372	299	1579	1414	1921
YNR017W	XIV	662913	663581	+	669	1234	1397	1282	716	570	797
YNL105W	XIV	424155	424583	+	429	2	6	0	1	4	3
YNR069C	XIV	761123	762592	-	1470	163	253	204	3523	2951	3628
YNL306W	XIV	58155	58808	+	654	799	1005	881	1034	918	985
YNL288W	XIV	90303	91424	+	1122	836	988	919	1231	1216	1364
YNL191W	XIV	280432	281505	+	1074	399	497	438	9227	8210	10367
YNL150W	XIV	349251	349658	+	408	113	103	116	26	39	27
YNL097C	XIV	441366	442358	-	993	213	287	279	691	639	802
tN(GUU)N1	XIV	102716	102789	+	74	4	5	1	8	9	13
YNL137C	XIV	368595	370055	-	1461	900	1167	979	2373	2095	2632
YNL331C	XIV	16118	17248	-	1131	118	151	102	513	478	564
YNL030W	XIV	576727	577038	+	312	5577	7172	6552	4250	3794	4675
YNL297C	XIV	71673	76583	-	4911	3234	4292	3674	6078	5172	6315
YNL102W	XIV	430087	434493	+	4407	2053	2677	2207	930	808	980
YNR026C	XIV	673274	674689	-	1416	407	498	500	479	364	448
YNL152W	XIV	346313	347542	+	1230	379	424	472	614	619	642
YNL140C	XIV	360917	361486	-	570	7	5	4	10	1	8
YNL099C	XIV	438567	439283	-	717	574	732	629	870	776	976
YNL182C	XIV	295960	297627	-	1668	1154	1463	1227	103	96	119
YNL180C	XIV	299654	300649	-	996	837	987	918	1815	1611	2231
YNR001C	XIV	629622	631061	-	1440	2561	3334	2844	15086	13354	16721
YNL091W	XIV	452408	456130	+	3723	1658	2118	1914	1974	1874	2190
YNL157W	XIV	340352	340858	+	507	535	630	674	2027	1916	2149
YNL315C	XIV	43324	44280	-	957	503	662	578	809	821	859
YNL221C	XIV	231068	233695	-	2628	1020	1256	1147	5852	4839	5733
YNR052C	XIV	719346	720647	-	1302	882	1103	1028	999	869	1135
YNL061W	XIV	510540	512396	+	1857	2548	3252	2661	117	117	134
YNL284C	XIV	103134	104102	-	969	543	730	541	1370	1225	1417
YNR040W	XIV	699690	700460	+	771	205	277	245	231	260	295
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	494	702	581	384	326	466
YNL097W-A	XIV	441431	441586	+	156	12	12	10	22	28	27
YNL121C	XIV	398684	400537	-	1854	2621	3614	3122	2218	1833	2237
snR191	XIV	721938	722211	-	274	7753	9378	9446	8804	7924	10237
YNL043C	XIV	545589	545909	-	321	33	65	30	335	358	394
YNR055C	XIV	728426	730186	-	1761	1491	1997	1813	4805	3944	5020
YNL039W	XIV	555048	556832	+	1785	461	646	530	666	545	717
YNR036C	XIV	694361	694822	-	462	354	343	727	809	467	595
YNL304W	XIV	60297	61550	+	1254	180	218	176	303	204	313
YNL119W	XIV	401040	402521	+	1482	503	720	579	80	99	111
YNL034W	XIV	570477	572315	+	1839	38	68	68	39	22	44
YNL187W	XIV	287994	289067	+	1074	183	191	191	297	258	308
YNL310C	XIV	51907	52431	-	525	245	262	266	394	415	452
YNL277W	XIV	117349	118809	+	1461	566	746	614	19211	16446	20769
YNL126W	XIV	387227	389767	+	2541	811	1172	947	1915	1671	1907
tL(UAA)N	XIV	726134	726217	-	84	5	5	5	2	2	4
YNL210W	XIV	250931	251743	+	813	2	9	4	14	10	28
YNR041C	XIV	700541	701659	-	1119	830	1046	975	1454	1412	1695
YNL193W	XIV	274368	276044	+	1677	545	716	604	819	711	851
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	3498	4466	3931	405	337	431
YNL263C	XIV	146896	147840	-	945	1926	2373	2058	1763	1598	1977
YNL059C	XIV	512668	514935	-	2268	1260	1717	1401	1660	1389	1735
YNL028W	XIV	578679	578996	+	318	0	2	0	6	12	2
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	2394	2946	2724	1830	1559	2030
YNL026W	XIV	581920	583374	+	1455	669	877	756	1464	1303	1560
YNL067W	XIV	499681	500256	+	576	8654	11238	9096	1609	1488	1997
YNL205C	XIV	258155	258577	-	423	3	0	1	3	4	3
YNL104C	XIV	424895	426754	-	1860	16854	21595	18662	22165	19354	25092
YNL169C	XIV	316169	317671	-	1503	2251	2848	2573	6100	5076	6401
YNL268W	XIV	138550	140385	+	1836	2685	3530	3130	2583	2262	2834
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	12454	14151	12643	1198	1183	1536
YNL257C	XIV	160631	164320	-	3690	1503	2091	1618	10789	9581	11857
YNL229C	XIV	219137	220201	-	1065	497	696	639	1062	927	1100
YNL042W-B	XIV	547113	547370	+	258	5	5	8	34	29	16
YNL248C	XIV	181361	182608	-	1248	1895	2698	2267	119	87	123
YNR045W	XIV	706139	707608	+	1470	203	294	241	656	648	819
YNR051C	XIV	716780	718327	-	1548	1981	2499	2260	924	825	1050
YNL190W	XIV	282395	283009	+	615	7501	9318	8579	7761	6958	8980
YNL194C	XIV	272710	273615	-	906	8	17	8	2091	1994	2530
YNL080C	XIV	476932	478032	-	1101	1073	1349	1193	1284	1221	1506
YNR005C	XIV	636931	637335	-	405	0	3	6	6	4	14
YNR064C	XIV	749136	750008	-	873	21	18	14	123	93	128
YNL145W	XIV	352414	352530	+	117	8	8	5	44	38	41
YNR068C	XIV	760067	760885	-	819	94	122	98	1999	1605	2129
YNL323W	XIV	31944	33188	+	1245	1059	1333	1129	1045	868	1106
YNL003C	XIV	624975	625829	-	855	533	651	658	2677	2257	2894
YNL199C	XIV	264926	266530	-	1605	564	770	684	772	639	776
YNL048W	XIV	538173	539819	+	1647	872	1164	1038	1749	1409	1643
YNL072W	XIV	490317	491240	+	924	239	265	291	172	155	192
YNL224C	XIV	224796	227099	-	2304	708	878	774	1421	1262	1492
YNL067W-A	XIV	498538	498684	+	147	0	0	0	1	1	0
YNR032W	XIV	686010	687116	+	1107	493	669	513	2956	2432	3050
YNL206C	XIV	256788	258155	-	1368	754	957	755	892	817	1020
YNR062C	XIV	744360	745343	-	984	18	24	18	28	20	37
YNL203C	XIV	259439	260050	-	612	38	46	51	142	140	163
YNL273W	XIV	122883	126599	+	3717	879	1037	996	875	720	935
tI(AAU)N1	XIV	569867	569940	-	74	2	1	4	2	0	3
YNL213C	XIV	246460	247104	-	645	196	324	273	410	348	430
YNL055C	XIV	517994	518845	-	852	15538	17492	16512	24046	21545	28333
YNL170W	XIV	315978	316373	+	396	140	131	163	211	183	188
YNR013C	XIV	649028	651712	-	2685	2786	3594	3523	3168	2951	3673
YNL269W	XIV	137699	138094	+	396	0	2	5	21	9	19
YNR020C	XIV	667410	668222	-	813	94	109	126	96	58	81
YNL041C	XIV	549468	551987	-	2520	1032	1459	1182	1764	1698	1963
YNL234W	XIV	210233	211513	+	1281	257	346	279	467	511	625
YNL165W	XIV	323832	325052	+	1221	264	328	323	624	504	603
YNL116W	XIV	408341	409909	+	1569	550	609	607	1366	1225	1453
YNL008C	XIV	616211	618241	-	2031	1018	1301	1068	3255	2606	3223
YNL309W	XIV	52662	53924	+	1263	179	200	219	269	193	244
YNR015W	XIV	653387	654541	+	1155	447	534	530	214	146	243
YNR075W	XIV	779916	781040	+	1125	350	487	352	564	435	512
YNL025C	XIV	584320	585291	-	972	310	350	310	2516	2173	2691
YNL058C	XIV	515763	516713	-	951	742	912	786	842	666	946
YNL313C	XIV	45308	48022	-	2715	1937	2542	2320	289	238	302
YNL122C	XIV	398023	398370	-	348	183	242	193	312	274	335
YNL094W	XIV	447611	449374	+	1764	860	1114	1048	3764	3222	4042
YNL001W	XIV	627456	628616	+	1161	797	1195	881	1017	829	890
YNL317W	XIV	40619	42016	+	1398	407	528	392	789	729	900
YNL035C	XIV	568522	569691	-	1170	707	1002	760	1218	1084	1309
YNL007C	XIV	618507	619565	-	1059	1322	1720	2251	4014	2339	2715
YNL162W-A	XIV	330329	330547	+	219	72	95	70	6	7	17
YNR039C	XIV	697614	699431	-	1818	688	920	812	1244	1115	1324
YNL103W-A	XIV	426719	426808	+	90	10	6	6	12	16	13
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	3	12	6	15	12	15
YNL052W	XIV	531725	532186	+	462	764	828	749	1478	1317	1573
YNL120C	XIV	401033	401518	-	486	4	7	11	11	12	5
YNL002C	XIV	626174	627142	-	969	1681	2266	1763	152	161	177
YNL311C	XIV	49397	51688	-	2292	612	842	671	1385	1270	1531
YNR007C	XIV	639182	640114	-	933	145	186	202	809	635	887
YNL291C	XIV	84169	85815	-	1647	1131	1577	1289	1150	1053	1356
YNL195C	XIV	271523	272308	-	786	84	71	90	1302	1218	1502
YNL087W	XIV	462411	465947	+	3537	6157	8545	6587	2637	2350	2780
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	3	4	11	0	0	3
YNL217W	XIV	240331	241311	+	981	1072	1511	1326	1309	1138	1431
YNL029C	XIV	577205	578773	-	1569	308	460	358	505	421	550
YNR028W	XIV	676177	677103	+	927	820	1066	872	930	848	992
YNL009W	XIV	614821	616083	+	1263	75	77	76	392	414	408
YNL024C-A	XIV	586602	586820	-	219	509	722	579	981	821	1084
YNL334C	XIV	12208	12876	-	669	29	44	32	120	96	141
YNL319W	XIV	38642	39082	+	441	54	63	54	111	139	153
YNL295W	XIV	76946	78520	+	1575	370	424	374	1232	936	1149
tN(GUU)N2	XIV	632599	632672	+	74	2	2	5	2	4	6
YNL192W	XIV	276502	279897	+	3396	3143	4395	4054	6035	5259	6172
YNL149C	XIV	349367	349756	-	390	1107	1409	1240	441	445	626
YNL071W	XIV	491523	492971	+	1449	6519	7986	6822	6604	5830	7276
YNL089C	XIV	456693	457169	-	477	27	27	29	30	24	22
YNL308C	XIV	54122	55897	-	1776	759	1077	993	63	102	108
YNL239W	XIV	200569	201933	+	1365	3004	3788	3192	12768	11295	13908
YNL275W	XIV	119268	120998	+	1731	516	847	690	548	411	490
YNR071C	XIV	770440	771468	-	1029	26	20	28	87	75	71
YNL226W	XIV	222239	222649	+	411	8	6	2	18	22	20
YNL040W	XIV	553380	554750	+	1371	637	859	713	1538	1313	1625
YNL117W	XIV	406358	408022	+	1665	11	8	11	143	106	179
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	289	353	334	248	234	284
YNL086W	XIV	466334	466642	+	309	106	98	104	212	214	216
YNL017C	XIV	602138	602476	-	339	2	4	0	2	3	5
YNR070W	XIV	765375	769376	+	4002	59	83	48	665	524	701
YNR067C	XIV	755746	759099	-	3354	8505	10931	9622	10493	8912	11200
YNL305C	XIV	58898	59791	-	894	684	836	723	4749	4381	5456
YNL015W	XIV	605384	605611	+	228	473	630	525	5393	4991	6007
YNL146C-A	XIV	351386	351580	-	195	4	2	4	29	20	39
YNL063W	XIV	507758	508702	+	945	243	262	254	1806	1546	1929
YNL294C	XIV	78659	80260	-	1602	602	785	651	3590	2955	3697
YNR046W	XIV	707788	708195	+	408	759	959	963	408	307	424
YNL167C	XIV	319416	321359	-	1944	803	873	827	1454	1162	1505
YNL280C	XIV	109095	110411	-	1317	2546	3531	3070	4994	4109	5188
YNR002C	XIV	633008	633856	-	849	13	26	12	634	553	705
YNL036W	XIV	559814	560479	+	666	1522	1993	1770	27168	24989	31764
YNL075W	XIV	485607	486479	+	873	707	939	865	184	125	154
YNR058W	XIV	734291	735733	+	1443	129	172	208	970	865	927
YNL054W	XIV	526086	529583	+	3498	794	1156	991	1164	1066	1323
YNR006W	XIV	636986	638854	+	1869	463	616	586	2104	1806	2370
YNR042W	XIV	701238	701666	+	429	6	12	19	19	21	33
YNL261W	XIV	155100	156539	+	1440	727	881	745	1851	1611	1962
YNL188W	XIV	286308	287609	+	1302	345	545	375	225	250	309
YNL146W	XIV	351715	352017	+	303	75	97	90	183	196	230
YNL228W	XIV	220645	221421	+	777	30	32	24	57	55	93
YNL211C	XIV	250055	250315	-	261	91	85	77	179	156	197
YNR021W	XIV	668377	669591	+	1215	4786	6596	5372	3463	3148	3822
YNL201C	XIV	260627	263203	-	2577	1291	1759	1343	1379	1253	1494
YNR033W	XIV	687635	689998	+	2364	1023	1283	1144	2350	2117	2479
YNR034W	XIV	690321	691286	+	966	306	340	296	857	810	966
YNL272C	XIV	126805	129084	-	2280	1101	1546	1265	1904	1562	2004
YNL245C	XIV	186346	186885	-	540	139	162	155	210	214	212
YNR074C	XIV	777602	778738	-	1137	588	701	661	1531	1311	1624
YNL123W	XIV	394685	397678	+	2994	3092	4253	3657	2163	1697	2099
YNR016C	XIV	654673	661374	-	6702	58010	76337	68255	24031	21986	29135
YNL223W	XIV	227370	228854	+	1485	153	164	219	1182	965	1241
YNR032C-A	XIV	687243	687464	-	222	238	300	285	479	350	397
YNL133C	XIV	374171	374692	-	522	146	123	92	298	218	267
YNL178W	XIV	302680	303402	+	723	42686	51616	44928	2814	2699	3546
YNL065W	XIV	503724	505484	+	1761	2259	3114	2566	407	422	503
YNR043W	XIV	701895	703085	+	1191	4874	6162	5355	2681	2291	3106
YNL021W	XIV	593227	595347	+	2121	914	1245	1119	1011	947	1162
YNL124W	XIV	392892	394370	+	1479	432	545	564	202	181	215
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	890	989	950	1357	1195	1384
YNL143C	XIV	356794	357186	-	393	96	1786	109	1849	258	1394
YNL251C	XIV	172588	174315	-	1728	1087	1318	1416	5114	3744	4635
snR40	XIV	89210	89306	+	97	1355	1131	1745	926	778	907
YNL299W	XIV	66517	68445	+	1929	341	529	418	174	149	166
snR19	XIV	230105	230672	-	568	64630	78667	77997	82767	74804	94466
YNR049C	XIV	713023	713655	-	633	204	237	259	448	371	497
YNL163C	XIV	326741	330073	-	3333	1462	2190	1966	1225	934	1186
YNR073C	XIV	774792	776300	-	1509	41	51	35	71	33	85
YNL127W	XIV	383987	386848	+	2862	666	947	822	2220	1986	2364
YNL118C	XIV	402652	405564	-	2913	2005	2466	2174	4957	4298	5560
tT(AGU)N2	XIV	560693	560765	-	73	2	0	8	1	0	8
YNL189W	XIV	284260	285888	+	1629	4435	5988	4974	5402	4682	5696
YNL290W	XIV	86218	87240	+	1023	634	866	760	448	412	482
YNR025C	XIV	672702	673061	-	360	63	63	64	51	40	38
YNL250W	XIV	175410	179348	+	3939	591	928	747	999	839	1067
YNL314W	XIV	44447	45214	+	768	166	215	192	708	498	819
YNL227C	XIV	220659	222431	-	1773	296	522	351	384	310	408
YNL218W	XIV	238238	240001	+	1764	297	453	342	785	652	816
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	784	995	900	1158	1028	1133
YNR023W	XIV	670418	672118	+	1701	320	428	403	598	467	654
YNL092W	XIV	450871	452073	+	1203	55	95	79	638	565	597
YNL324W	XIV	31050	31445	+	396	6	6	4	14	13	17
YNL233W	XIV	211922	214600	+	2679	910	1297	1010	772	724	982
YNL155W	XIV	342516	343340	+	825	731	1073	862	1603	1397	1706
YNL020C	XIV	595623	597539	-	1917	381	532	410	765	649	877
YNL076W	XIV	483556	485310	+	1755	455	690	550	1120	1047	1314
YNL200C	XIV	263713	264453	-	741	337	410	341	3913	3505	4491
YNL177C	XIV	303686	304615	-	930	502	631	546	1240	1079	1290
YNL077W	XIV	481391	482977	+	1587	216	322	270	1112	935	1211
YNL293W	XIV	80640	82541	+	1902	190	278	311	1924	1575	1844
YNL098C	XIV	439602	440570	-	969	1534	2045	1976	3019	2511	3200
YNR004W	XIV	635943	636383	+	441	93	66	84	251	225	272
YNL049C	XIV	535281	537911	-	2631	2067	2764	2294	2577	2290	2810
YNR019W	XIV	665339	667267	+	1929	1234	1695	1554	2933	2359	3019
YNL031C	XIV	575640	576050	-	411	7450	9343	8237	11348	9991	12560
YNL019C	XIV	598376	599230	-	855	1	5	0	9	6	13
YNL214W	XIV	245617	246216	+	600	158	141	147	540	474	591
YNL006W	XIV	620067	620978	+	912	573	699	615	2215	1931	2343
YNR030W	XIV	678799	680454	+	1656	2646	3311	3005	2271	2199	2679
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	380	482	435	806	683	765
YNL090W	XIV	456565	457143	+	579	522	766	667	968	823	930
YNL151C	XIV	347766	348521	-	756	291	355	469	42	15	17
YNL254C	XIV	168043	169248	-	1206	186	286	237	422	356	435
YNR008W	XIV	640396	642381	+	1986	539	824	689	597	470	619
YNR038W	XIV	695595	697484	+	1890	1330	1629	1392	469	431	428
YNR003W-A	XIV	634420	634518	+	99	8	3	7	3	3	0
YNL307C	XIV	56446	57573	-	1128	3653	4892	4106	6669	5602	7476
YNL131W	XIV	378767	379225	+	459	2415	2956	2446	2236	2081	2385
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	347	445	465	1804	1653	1914
YNL175C	XIV	307401	308612	-	1212	1580	2241	1905	60	85	87
YNL042W	XIV	548100	549290	+	1191	222	239	272	814	718	848
YNL022C	XIV	591427	592899	-	1473	564	711	647	270	230	301
YNL056W	XIV	517249	517842	+	594	553	621	571	1039	956	1096
YNL011C	XIV	611836	613170	-	1335	333	426	388	2966	2460	2963
YNL329C	XIV	19541	22633	-	3093	1234	1526	1392	2182	1838	2383
YNL074C	XIV	486766	488124	-	1359	1318	1480	1415	3705	3284	3975
YNL093W	XIV	449868	450530	+	663	4	2	11	100	81	120
YNR047W	XIV	708523	711204	+	2682	1655	2168	1976	5510	4635	5989
YNL183C	XIV	293137	295509	-	2373	1018	1312	1045	3835	3321	3999
YNL057W	XIV	516403	516735	+	333	11	21	34	205	205	181
YNL238W	XIV	202428	204872	+	2445	1456	2021	1909	2258	1858	2213
YNL154C	XIV	343636	345276	-	1641	1924	2448	2264	2981	2444	3200
YNL267W	XIV	140878	144078	+	3201	1409	1910	1680	2237	1938	2358
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	5	2	2	4	8	7
YNL014W	XIV	606319	609453	+	3135	111	165	139	2854	2305	2861
NME1	XIV	585587	585926	+	340	28468	35121	33901	38772	34261	45354
YNL078W	XIV	479768	480991	+	1224	865	965	930	760	701	892
YNL209W	XIV	252059	253900	+	1842	60531	81189	70912	3740	3143	4116
YNL253W	XIV	170018	171286	+	1269	423	500	434	1121	1092	1163
YNL173C	XIV	308957	310057	-	1101	509	698	600	1330	1183	1657
YNL066W	XIV	501515	502777	+	1263	8207	10992	9867	4730	3978	5231
YNL321W	XIV	34696	37422	+	2727	2015	2420	2201	5155	4393	5715
YNR054C	XIV	723356	724306	-	951	301	432	410	30	42	41
YNR072W	XIV	772657	774351	+	1695	2	9	9	27	3	23
YNR076W	XIV	781918	782280	+	363	21	26	11	31	22	31
YNR031C	XIV	680694	685433	-	4740	1695	2258	2051	3564	2907	3737
YNL110C	XIV	417826	418488	-	663	976	1245	1052	106	113	144
YNL232W	XIV	214923	215801	+	879	599	830	648	497	465	553
YNL262W	XIV	148212	154880	+	6669	2251	3155	2623	1335	1079	1238
YNL142W	XIV	357453	358952	+	1500	352	375	348	1646	1400	1772
YNL129W	XIV	381480	382202	+	723	407	535	431	581	606	609
YNR014W	XIV	652465	653103	+	639	89	126	119	1325	1323	1608
YNL005C	XIV	621313	622428	-	1116	650	946	808	1239	996	1178
YNL174W	XIV	308074	308646	+	573	44	30	64	5	8	10
YNL335W	XIV	11452	12129	+	678	0	0	0	27	13	20
YNL240C	XIV	198502	199977	-	1476	468	596	563	1297	1173	1522
YNL318C	XIV	38707	40329	-	1623	2	2	0	30	17	27
YNL256W	XIV	164623	167097	+	2475	1545	2093	1823	5062	4251	5259
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	67	101	79	409	408	442
YNR029C	XIV	677199	678488	-	1290	372	531	423	357	225	376
YNL130C-A	XIV	381245	381391	-	147	2	1	7	45	38	32
YNL107W	XIV	420098	420778	+	681	202	295	204	384	338	393
YNR065C	XIV	750350	753700	-	3351	602	760	632	2065	1679	2089
